"Drug Name","Manufacturer","Dosage Form","Strength","Package Size","Units Sold","Revenue","Sale Date","Region","Sales Representative","Customer Type","Month","Quarter","Revenue Category","Target Multiplier","Target Revenue","Achievement Percentage","Performance Status"
"Drug C","Company Y","Capsule","250 mg","100 ml","213","41727","2023-11-23 00:00:00","Asia","Sarah Gallagher","Online Pharmacy","Nov","Q4","High","0.95","39640.65","1.0526","Achieved"
"Drug A","Company Y","Cream","250 mg","50 g","1808","18900","2024-03-14 00:00:00","Asia","Scott Chandler","Hospitals","Mar","Q1","Low","0.95","17955.0","1.0526","Achieved"
"Drug B","Company Z","Tablet","100 mg/ml","30","979","33935","2023-12-14 00:00:00","Europe","Kathy Ward","Online Pharmacy","Dec","Q4","Medium","1.1","37328.5","0.9091","Below Target"
"Drug E","Company W","Injection","100 mg/ml","10 ml","903","29491","2023-09-22 00:00:00","Africa","Anthony Gutierrez","Online Pharmacy","Sep","Q3","Medium","0.9","26541.9","1.1111","Achieved"
"Drug D","Company Z","Tablet","500 mg","10 ml","1873","47958","2023-11-09 00:00:00","South America","Sharon Weiss","Hospitals","Nov","Q4","High","1.1","52753.8","0.9091","Below Target"
"Drug D","Company X","Syrup","100 mg/ml","30","1575","39809","2023-12-25 00:00:00","Asia","Monica Brown","Clinics","Dec","Q4","Medium","0.95","37818.55","1.0526","Achieved"
"Drug A","Company V","Tablet","50 mg","60","1178","26564","2024-01-01 00:00:00","Asia","Stephanie Savage","Online Pharmacy","Jan","Q1","Medium","0.95","25235.8","1.0526","Achieved"
"Drug C","Company Y","Syrup","10 mg","30","136","28942","2023-10-31 00:00:00","Europe","Miguel Harrell","Supermarkets","Oct","Q4","Medium","1.1","31836.2","0.9091","Below Target"
"Drug C","Company W","Tablet","250 mg","50 g","177","38415","2024-01-20 00:00:00","Europe","Carol Sullivan","Supermarkets","Jan","Q1","Medium","1.1","42256.5","0.9091","Below Target"
"Drug C","Company V","Capsule","500 mg","10 ml","267","37982","2024-02-25 00:00:00","Africa","Amanda Adams","Online Pharmacy","Feb","Q1","Medium","0.9","34183.8","1.1111","Achieved"
"Drug A","Company Y","Syrup","10 mg","10 ml","539","28332","2024-06-23 00:00:00","South America","Heather Shah","Hospitals","Jun","Q2","Medium","1.1","31165.2","0.9091","Below Target"
"Drug B","Company Y","Cream","100 mg/ml","100 ml","1637","28078","2023-12-20 00:00:00","South America","Michael Wright","Pharmacy","Dec","Q4","Medium","1.1","30885.8","0.9091","Below Target"
"Drug E","Company V","Injection","100 mg/ml","50 g","895","1117","2024-04-16 00:00:00","Africa","Rachel Chavez","Hospitals","Apr","Q2","Low","0.9","1005.3","1.1111","Achieved"
"Drug A","Company Z","Syrup","100 mg/ml","50 g","545","7812","2024-03-15 00:00:00","Africa","Alexander Moore","Clinics","Mar","Q1","Low","0.9","7030.8","1.1111","Achieved"
"Drug D","Company Y","Syrup","10 mg","60","809","34972","2023-08-24 00:00:00","Asia","Michael Scott","Hospitals","Aug","Q3","Medium","0.95","33223.4","1.0526","Achieved"
"Drug E","Company X","Capsule","50 mg","50 g","251","33441","2023-08-07 00:00:00","Europe","Miranda Price","Pharmacy","Aug","Q3","Medium","1.1","36785.1","0.9091","Below Target"
"Drug D","Company X","Cream","100 mg/ml","50 g","954","6130","2023-08-20 00:00:00","Africa","Harold Sullivan","Pharmacy","Aug","Q3","Low","0.9","5517.0","1.1111","Achieved"
"Drug B","Company V","Syrup","500 mg","50 g","1105","9186","2023-10-17 00:00:00","North America","Renee Barton","Hospitals","Oct","Q4","Low","1.2","11023.2","0.8333","Below Target"
"Drug A","Company Z","Capsule","50 mg","50 g","280","41256","2024-04-03 00:00:00","Asia","Kevin Patterson","Pharmacy","Apr","Q2","High","0.95","39193.2","1.0526","Achieved"
"Drug C","Company Z","Syrup","250 mg","30","357","2350","2024-06-02 00:00:00","South America","Philip Bennett","Online Pharmacy","Jun","Q2","Low","1.1","2585.0","0.9091","Below Target"
"Drug B","Company V","Cream","50 mg","60","1476","21861","2023-09-19 00:00:00","Asia","David Walker","Pharmacy","Sep","Q3","Medium","0.95","20767.95","1.0526","Achieved"
"Drug E","Company V","Cream","10 mg","100 ml","1448","37724","2023-12-08 00:00:00","Europe","Sara Hill","Clinics","Dec","Q4","Medium","1.1","41496.4","0.9091","Below Target"
"Drug D","Company Y","Syrup","100 mg/ml","50 g","1191","27570","2023-11-21 00:00:00","Europe","Ethan Lewis","Hospitals","Nov","Q4","Medium","1.1","30327.0","0.9091","Below Target"
"Drug B","Company X","Cream","250 mg","50 g","451","18899","2024-04-06 00:00:00","North America","Cassandra Marshall","Pharmacy","Apr","Q2","Low","1.2","22678.8","0.8333","Below Target"
"Drug B","Company W","Capsule","50 mg","60","1978","23993","2024-06-04 00:00:00","Europe","Michael Miller","Pharmacy","Jun","Q2","Medium","1.1","26392.3","0.9091","Below Target"
"Drug D","Company V","Injection","10 mg","100 ml","403","4075","2024-03-16 00:00:00","South America","Brenda Rice","Hospitals","Mar","Q1","Low","1.1","4482.5","0.9091","Below Target"
"Drug D","Company X","Cream","10 mg","50 g","309","38835","2024-03-08 00:00:00","North America","Megan Ingram","Hospitals","Mar","Q1","Medium","1.2","46602.0","0.8333","Below Target"
"Drug C","Company W","Injection","10 mg","10 ml","1448","13865","2023-12-08 00:00:00","South America","Kevin Campbell","Supermarkets","Dec","Q4","Low","1.1","15251.5","0.9091","Below Target"
"Drug D","Company W","Cream","100 mg/ml","50 g","704","12836","2024-01-17 00:00:00","Africa","Kelly Green","Clinics","Jan","Q1","Low","0.9","11552.4","1.1111","Achieved"
"Drug B","Company Y","Syrup","10 mg","30","165","32484","2024-07-11 00:00:00","Africa","Terri Hernandez","Pharmacy","Jul","Q3","Medium","0.9","29235.6","1.1111","Achieved"
"Drug B","Company W","Capsule","250 mg","10 ml","1824","12594","2023-12-11 00:00:00","South America","Morgan Kelly","Hospitals","Dec","Q4","Low","1.1","13853.4","0.9091","Below Target"
"Drug A","Company Y","Tablet","50 mg","10 ml","1553","35920","2023-08-16 00:00:00","Europe","Brenda Stewart","Pharmacy","Aug","Q3","Medium","1.1","39512.0","0.9091","Below Target"
"Drug E","Company W","Tablet","250 mg","30","1114","45080","2023-10-14 00:00:00","Africa","Patrick Hunt","Hospitals","Oct","Q4","High","0.9","40572.0","1.1111","Achieved"
"Drug C","Company Y","Cream","100 mg/ml","60","1746","7097","2023-11-07 00:00:00","Asia","Natalie Parks","Supermarkets","Nov","Q4","Low","0.95","6742.15","1.0526","Achieved"
"Drug D","Company V","Capsule","10 mg","30","1468","32272","2024-04-21 00:00:00","South America","Shirley Hawkins","Supermarkets","Apr","Q2","Medium","1.1","35499.2","0.9091","Below Target"
"Drug B","Company V","Injection","500 mg","50 g","230","41305","2024-04-09 00:00:00","Europe","John Serrano","Clinics","Apr","Q2","High","1.1","45435.5","0.9091","Below Target"
"Drug E","Company X","Capsule","500 mg","50 g","776","6165","2024-04-14 00:00:00","Asia","Brian Young","Hospitals","Apr","Q2","Low","0.95","5856.75","1.0526","Achieved"
"Drug E","Company W","Tablet","500 mg","50 g","1071","3760","2023-09-09 00:00:00","Europe","Elizabeth Collins","Hospitals","Sep","Q3","Low","1.1","4136.0","0.9091","Below Target"
"Drug B","Company Z","Capsule","500 mg","50 g","1137","1699","2023-11-23 00:00:00","Europe","Sabrina Campbell","Supermarkets","Nov","Q4","Low","1.1","1868.9","0.9091","Below Target"
"Drug A","Company Y","Capsule","10 mg","60","787","47912","2024-06-09 00:00:00","South America","Katrina Horn","Online Pharmacy","Jun","Q2","High","1.1","52703.2","0.9091","Below Target"
"Drug D","Company Y","Injection","250 mg","30","1479","33505","2024-06-30 00:00:00","South America","Jennifer Oconnell","Pharmacy","Jun","Q2","Medium","1.1","36855.5","0.9091","Below Target"
"Drug C","Company V","Capsule","500 mg","100 ml","405","23360","2023-11-03 00:00:00","South America","Jenny Cook","Online Pharmacy","Nov","Q4","Medium","1.1","25696.0","0.9091","Below Target"
"Drug C","Company W","Cream","50 mg","10 ml","470","45836","2023-11-02 00:00:00","South America","Hannah Wright","Online Pharmacy","Nov","Q4","High","1.1","50419.6","0.9091","Below Target"
"Drug D","Company W","Capsule","10 mg","50 g","1864","26663","2024-04-21 00:00:00","South America","Michael Perkins","Pharmacy","Apr","Q2","Medium","1.1","29329.3","0.9091","Below Target"
"Drug B","Company X","Tablet","500 mg","50 g","1610","22700","2023-10-16 00:00:00","Europe","Scott Fowler","Clinics","Oct","Q4","Medium","1.1","24970.0","0.9091","Below Target"
"Drug A","Company X","Cream","10 mg","10 ml","1247","23054","2023-11-13 00:00:00","Africa","Julie Fisher","Hospitals","Nov","Q4","Medium","0.9","20748.6","1.1111","Achieved"
"Drug E","Company W","Injection","50 mg","60","1515","37393","2023-12-30 00:00:00","North America","Troy Kennedy","Hospitals","Dec","Q4","Medium","1.2","44871.6","0.8333","Below Target"
"Drug E","Company X","Syrup","500 mg","30","1064","11558","2024-07-12 00:00:00","Europe","Jill Howard","Online Pharmacy","Jul","Q3","Low","1.1","12713.8","0.9091","Below Target"
"Drug A","Company Z","Syrup","100 mg/ml","50 g","336","7855","2023-08-28 00:00:00","Asia","Miranda Jones","Supermarkets","Aug","Q3","Low","0.95","7462.25","1.0526","Achieved"
"Drug C","Company V","Tablet","500 mg","50 g","1334","30566","2023-12-19 00:00:00","North America","Jasmine Frank","Pharmacy","Dec","Q4","Medium","1.2","36679.2","0.8333","Below Target"
"Drug D","Company X","Cream","500 mg","100 ml","472","23247","2023-12-20 00:00:00","Asia","Ashlee Macdonald","Hospitals","Dec","Q4","Medium","0.95","22084.65","1.0526","Achieved"
"Drug D","Company V","Capsule","50 mg","100 ml","169","18665","2024-01-31 00:00:00","Europe","Lori Maldonado","Pharmacy","Jan","Q1","Low","1.1","20531.5","0.9091","Below Target"
"Drug C","Company Y","Syrup","100 mg/ml","100 ml","150","8735","2023-10-18 00:00:00","North America","Kristy Taylor","Supermarkets","Oct","Q4","Low","1.2","10482.0","0.8333","Below Target"
"Drug D","Company V","Injection","100 mg/ml","10 ml","1503","19148","2023-10-10 00:00:00","North America","Hunter Nguyen","Clinics","Oct","Q4","Low","1.2","22977.6","0.8333","Below Target"
"Drug A","Company X","Syrup","100 mg/ml","50 g","355","33093","2024-05-18 00:00:00","North America","Zachary Dyer","Hospitals","May","Q2","Medium","1.2","39711.6","0.8333","Below Target"
"Drug A","Company W","Injection","100 mg/ml","50 g","1215","12727","2023-11-30 00:00:00","North America","James Lee","Pharmacy","Nov","Q4","Low","1.2","15272.4","0.8333","Below Target"
"Drug D","Company V","Tablet","50 mg","50 g","857","26479","2023-08-25 00:00:00","Asia","Phillip Adkins","Pharmacy","Aug","Q3","Medium","0.95","25155.05","1.0526","Achieved"
"Drug E","Company W","Cream","250 mg","100 ml","914","28345","2024-02-21 00:00:00","Africa","Roger Larsen","Hospitals","Feb","Q1","Medium","0.9","25510.5","1.1111","Achieved"
"Drug E","Company V","Tablet","100 mg/ml","100 ml","1513","16791","2024-07-28 00:00:00","South America","Rebecca Vargas","Supermarkets","Jul","Q3","Low","1.1","18470.1","0.9091","Below Target"
"Drug D","Company V","Injection","500 mg","100 ml","809","1788","2023-09-19 00:00:00","South America","Karen Kent","Online Pharmacy","Sep","Q3","Low","1.1","1966.8","0.9091","Below Target"
"Drug A","Company X","Tablet","10 mg","10 ml","1696","42076","2024-03-27 00:00:00","Africa","Heather Dawson","Pharmacy","Mar","Q1","High","0.9","37868.4","1.1111","Achieved"
"Drug D","Company V","Cream","500 mg","50 g","1943","42637","2024-04-13 00:00:00","North America","Carrie Reese","Online Pharmacy","Apr","Q2","High","1.2","51164.4","0.8333","Below Target"
"Drug B","Company W","Cream","100 mg/ml","10 ml","794","5918","2024-04-14 00:00:00","Africa","Kevin Parker","Hospitals","Apr","Q2","Low","0.9","5326.2","1.1111","Achieved"
"Drug A","Company Y","Cream","500 mg","60","601","7096","2024-06-28 00:00:00","Europe","Christina Miller","Pharmacy","Jun","Q2","Low","1.1","7805.6","0.9091","Below Target"
"Drug D","Company W","Cream","100 mg/ml","30","1954","14676","2023-12-20 00:00:00","Africa","John Cruz","Online Pharmacy","Dec","Q4","Low","0.9","13208.4","1.1111","Achieved"
"Drug D","Company Y","Tablet","10 mg","30","301","28337","2023-10-10 00:00:00","Africa","Tommy Wise","Pharmacy","Oct","Q4","Medium","0.9","25503.3","1.1111","Achieved"
"Drug D","Company Z","Cream","250 mg","50 g","648","34565","2024-06-10 00:00:00","South America","James Gutierrez","Online Pharmacy","Jun","Q2","Medium","1.1","38021.5","0.9091","Below Target"
"Drug E","Company W","Injection","10 mg","50 g","508","9190","2023-10-26 00:00:00","Africa","Jill Mitchell","Hospitals","Oct","Q4","Low","0.9","8271.0","1.1111","Achieved"
"Drug E","Company Y","Injection","100 mg/ml","30","1259","21505","2023-10-05 00:00:00","Europe","Katherine Glover","Online Pharmacy","Oct","Q4","Medium","1.1","23655.5","0.9091","Below Target"
"Drug C","Company Y","Injection","100 mg/ml","60","1922","5404","2023-12-27 00:00:00","Africa","Christopher Adams","Hospitals","Dec","Q4","Low","0.9","4863.6","1.1111","Achieved"
"Drug C","Company W","Tablet","100 mg/ml","100 ml","1769","49043","2023-10-07 00:00:00","South America","Katrina Reid","Online Pharmacy","Oct","Q4","High","1.1","53947.3","0.9091","Below Target"
"Drug B","Company Y","Capsule","50 mg","100 ml","348","40962","2023-08-07 00:00:00","South America","Luis Wood","Hospitals","Aug","Q3","High","1.1","45058.2","0.9091","Below Target"
"Drug C","Company Y","Cream","50 mg","50 g","317","17536","2024-02-29 00:00:00","Africa","Robert Greer","Supermarkets","Feb","Q1","Low","0.9","15782.4","1.1111","Achieved"
"Drug D","Company X","Tablet","250 mg","100 ml","832","14813","2023-11-01 00:00:00","North America","Michele Nguyen","Supermarkets","Nov","Q4","Low","1.2","17775.6","0.8333","Below Target"
"Drug B","Company W","Injection","50 mg","50 g","1217","44230","2023-08-25 00:00:00","Asia","Tiffany Lewis","Clinics","Aug","Q3","High","0.95","42018.5","1.0526","Achieved"
"Drug B","Company V","Tablet","10 mg","30","987","46351","2024-04-13 00:00:00","Asia","Charles Ellis","Pharmacy","Apr","Q2","High","0.95","44033.45","1.0526","Achieved"
"Drug C","Company V","Cream","100 mg/ml","30","1544","28088","2024-04-14 00:00:00","South America","Alexander Underwood","Hospitals","Apr","Q2","Medium","1.1","30896.8","0.9091","Below Target"
"Drug C","Company Y","Injection","10 mg","50 g","1500","33627","2023-11-05 00:00:00","Africa","Arthur Henry","Hospitals","Nov","Q4","Medium","0.9","30264.3","1.1111","Achieved"
"Drug B","Company V","Syrup","250 mg","100 ml","1406","38824","2023-12-29 00:00:00","Europe","Dawn Le","Pharmacy","Dec","Q4","Medium","1.1","42706.4","0.9091","Below Target"
"Drug B","Company Z","Injection","500 mg","50 g","1176","3089","2023-08-02 00:00:00","Europe","Nicholas Caldwell","Clinics","Aug","Q3","Low","1.1","3397.9","0.9091","Below Target"
"Drug B","Company W","Syrup","500 mg","10 ml","1806","24517","2024-04-16 00:00:00","South America","Kelly Parker","Online Pharmacy","Apr","Q2","Medium","1.1","26968.7","0.9091","Below Target"
"Drug A","Company V","Syrup","250 mg","30","1187","25578","2023-10-21 00:00:00","North America","Noah Davis","Clinics","Oct","Q4","Medium","1.2","30693.6","0.8333","Below Target"
"Drug A","Company W","Cream","250 mg","10 ml","606","19299","2024-03-07 00:00:00","North America","Joshua Villa","Online Pharmacy","Mar","Q1","Low","1.2","23158.8","0.8333","Below Target"
"Drug D","Company Y","Injection","50 mg","30","1824","35974","2023-08-03 00:00:00","Europe","Bonnie Mason","Hospitals","Aug","Q3","Medium","1.1","39571.4","0.9091","Below Target"
"Drug B","Company Y","Tablet","100 mg/ml","30","1082","1598","2023-09-28 00:00:00","North America","Lorraine Gibson","Supermarkets","Sep","Q3","Low","1.2","1917.6","0.8333","Below Target"
"Drug B","Company W","Injection","500 mg","50 g","1738","46460","2024-03-29 00:00:00","South America","Kimberly Lopez","Online Pharmacy","Mar","Q1","High","1.1","51106.0","0.9091","Below Target"
"Drug A","Company Y","Capsule","250 mg","100 ml","566","7773","2023-09-23 00:00:00","Europe","Lisa Burgess","Pharmacy","Sep","Q3","Low","1.1","8550.3","0.9091","Below Target"
"Drug D","Company Y","Tablet","50 mg","100 ml","1542","18211","2023-10-19 00:00:00","Europe","Teresa Waters","Pharmacy","Oct","Q4","Low","1.1","20032.1","0.9091","Below Target"
"Drug B","Company Z","Capsule","250 mg","100 ml","1818","24007","2024-05-15 00:00:00","Asia","Gary Foster","Supermarkets","May","Q2","Medium","0.95","22806.65","1.0526","Achieved"
"Drug C","Company X","Cream","500 mg","10 ml","380","19627","2024-04-26 00:00:00","Africa","Cassandra Allen","Clinics","Apr","Q2","Low","0.9","17664.3","1.1111","Achieved"
"Drug C","Company Y","Cream","500 mg","30","1258","32636","2023-10-06 00:00:00","South America","Bryan Erickson","Clinics","Oct","Q4","Medium","1.1","35899.6","0.9091","Below Target"
"Drug B","Company X","Injection","500 mg","10 ml","271","42665","2024-07-23 00:00:00","Europe","Claire Henry","Pharmacy","Jul","Q3","High","1.1","46931.5","0.9091","Below Target"
"Drug C","Company Z","Cream","100 mg/ml","60","1450","41272","2023-09-25 00:00:00","Africa","Courtney Shelton","Online Pharmacy","Sep","Q3","High","0.9","37144.8","1.1111","Achieved"
"Drug B","Company W","Capsule","500 mg","10 ml","880","41888","2024-02-01 00:00:00","North America","Danny Acevedo","Online Pharmacy","Feb","Q1","High","1.2","50265.6","0.8333","Below Target"
"Drug A","Company Z","Syrup","10 mg","100 ml","946","11455","2023-11-19 00:00:00","Europe","Brian Henry","Pharmacy","Nov","Q4","Low","1.1","12600.5","0.9091","Below Target"
"Drug E","Company W","Injection","100 mg/ml","50 g","1435","5947","2024-06-16 00:00:00","North America","Patricia Robertson","Hospitals","Jun","Q2","Low","1.2","7136.4","0.8333","Below Target"
"Drug C","Company Y","Capsule","100 mg/ml","50 g","662","42968","2024-05-04 00:00:00","Asia","Jason Hernandez","Hospitals","May","Q2","High","0.95","40819.6","1.0526","Achieved"
"Drug A","Company Z","Syrup","10 mg","10 ml","974","1233","2023-12-12 00:00:00","Asia","Sabrina Villa","Online Pharmacy","Dec","Q4","Low","0.95","1171.35","1.0526","Achieved"
"Drug B","Company Y","Capsule","500 mg","100 ml","375","48490","2023-09-10 00:00:00","Asia","Robert Scott","Online Pharmacy","Sep","Q3","High","0.95","46065.5","1.0526","Achieved"
"Drug D","Company Z","Cream","100 mg/ml","60","1174","45203","2023-09-16 00:00:00","Asia","Jeffrey Moore","Hospitals","Sep","Q3","High","0.95","42942.85","1.0526","Achieved"
"Drug B","Company W","Cream","100 mg/ml","50 g","826","38948","2024-05-13 00:00:00","Asia","Gregory Krause","Pharmacy","May","Q2","Medium","0.95","37000.6","1.0526","Achieved"
"Drug D","Company W","Cream","500 mg","100 ml","1991","22125","2023-12-29 00:00:00","Africa","Daniel Adkins","Pharmacy","Dec","Q4","Medium","0.9","19912.5","1.1111","Achieved"
"Drug A","Company V","Tablet","10 mg","30","1847","3341","2024-01-28 00:00:00","Europe","Donna Gardner","Clinics","Jan","Q1","Low","1.1","3675.1","0.9091","Below Target"
"Drug B","Company W","Tablet","10 mg","50 g","1902","30721","2023-10-07 00:00:00","Africa","Eric Boyd","Online Pharmacy","Oct","Q4","Medium","0.9","27648.9","1.1111","Achieved"
"Drug C","Company V","Capsule","250 mg","30","1565","44406","2024-05-01 00:00:00","North America","Sabrina Barnett MD","Pharmacy","May","Q2","High","1.2","53287.2","0.8333","Below Target"
"Drug A","Company Z","Syrup","10 mg","60","202","29359","2024-04-26 00:00:00","Europe","Richard Matthews","Clinics","Apr","Q2","Medium","1.1","32294.9","0.9091","Below Target"
"Drug E","Company W","Cream","500 mg","100 ml","1154","43230","2023-09-28 00:00:00","Asia","Christine Garcia","Online Pharmacy","Sep","Q3","High","0.95","41068.5","1.0526","Achieved"
"Drug A","Company Y","Syrup","100 mg/ml","50 g","1979","44423","2024-02-07 00:00:00","Asia","Robert Becker","Supermarkets","Feb","Q1","High","0.95","42201.85","1.0526","Achieved"
"Drug E","Company Z","Syrup","250 mg","60","1572","45926","2024-04-11 00:00:00","Africa","Kimberly Hill","Clinics","Apr","Q2","High","0.9","41333.4","1.1111","Achieved"
"Drug D","Company V","Injection","100 mg/ml","60","1732","15706","2024-02-29 00:00:00","Africa","Samuel Mullen","Supermarkets","Feb","Q1","Low","0.9","14135.4","1.1111","Achieved"
"Drug D","Company X","Capsule","50 mg","100 ml","994","28766","2024-06-05 00:00:00","Africa","Michael Romero","Supermarkets","Jun","Q2","Medium","0.9","25889.4","1.1111","Achieved"
"Drug E","Company Z","Tablet","250 mg","10 ml","524","29230","2023-12-20 00:00:00","North America","Travis Mason","Supermarkets","Dec","Q4","Medium","1.2","35076.0","0.8333","Below Target"
"Drug B","Company Y","Injection","50 mg","100 ml","255","10654","2024-01-23 00:00:00","North America","Aaron Miles","Clinics","Jan","Q1","Low","1.2","12784.8","0.8333","Below Target"
"Drug E","Company W","Cream","250 mg","50 g","347","13939","2024-04-14 00:00:00","North America","Bryan Porter","Hospitals","Apr","Q2","Low","1.2","16726.8","0.8333","Below Target"
"Drug E","Company W","Injection","100 mg/ml","10 ml","884","29077","2024-03-23 00:00:00","North America","Cynthia Ross","Pharmacy","Mar","Q1","Medium","1.2","34892.4","0.8333","Below Target"
"Drug B","Company Z","Capsule","50 mg","10 ml","1415","35744","2024-06-06 00:00:00","Europe","Cynthia Aguirre","Hospitals","Jun","Q2","Medium","1.1","39318.4","0.9091","Below Target"
"Drug B","Company X","Tablet","10 mg","100 ml","600","22592","2024-05-13 00:00:00","North America","Daniel Phillips","Hospitals","May","Q2","Medium","1.2","27110.4","0.8333","Below Target"
"Drug E","Company Y","Tablet","500 mg","30","1568","22730","2023-10-23 00:00:00","South America","Patrick Martinez","Clinics","Oct","Q4","Medium","1.1","25003.0","0.9091","Below Target"
"Drug C","Company X","Syrup","100 mg/ml","30","1383","7696","2024-06-27 00:00:00","North America","Suzanne Hernandez","Hospitals","Jun","Q2","Low","1.2","9235.2","0.8333","Below Target"
"Drug E","Company X","Injection","100 mg/ml","100 ml","1066","30159","2023-10-16 00:00:00","Europe","Matthew Glover","Hospitals","Oct","Q4","Medium","1.1","33174.9","0.9091","Below Target"
"Drug A","Company Y","Syrup","250 mg","10 ml","1759","31641","2024-07-07 00:00:00","Africa","Timothy Ruiz","Pharmacy","Jul","Q3","Medium","0.9","28476.9","1.1111","Achieved"
"Drug A","Company V","Capsule","50 mg","30","1040","45896","2023-11-09 00:00:00","Africa","Savannah Howard","Online Pharmacy","Nov","Q4","High","0.9","41306.4","1.1111","Achieved"
"Drug C","Company X","Injection","500 mg","60","1796","15290","2023-12-18 00:00:00","Africa","Gregory Henry","Pharmacy","Dec","Q4","Low","0.9","13761.0","1.1111","Achieved"
"Drug D","Company W","Syrup","250 mg","100 ml","1545","2653","2024-07-26 00:00:00","South America","Amanda Underwood","Hospitals","Jul","Q3","Low","1.1","2918.3","0.9091","Below Target"
"Drug A","Company X","Tablet","50 mg","60","1615","48316","2024-05-19 00:00:00","North America","Yvette Miller","Supermarkets","May","Q2","High","1.2","57979.2","0.8333","Below Target"
"Drug C","Company V","Syrup","100 mg/ml","100 ml","1793","3737","2023-11-29 00:00:00","Asia","Robert Valencia","Hospitals","Nov","Q4","Low","0.95","3550.15","1.0526","Achieved"
"Drug E","Company V","Cream","250 mg","50 g","1283","30409","2024-04-05 00:00:00","Africa","Robert Lucas","Hospitals","Apr","Q2","Medium","0.9","27368.1","1.1111","Achieved"
"Drug A","Company Y","Cream","50 mg","10 ml","635","8357","2023-09-26 00:00:00","North America","Joshua Ferguson","Online Pharmacy","Sep","Q3","Low","1.2","10028.4","0.8333","Below Target"
"Drug B","Company W","Injection","50 mg","60","1700","25492","2024-05-03 00:00:00","Europe","Amy Davis","Online Pharmacy","May","Q2","Medium","1.1","28041.2","0.9091","Below Target"
"Drug B","Company Y","Capsule","50 mg","60","1428","22964","2023-12-23 00:00:00","Asia","Miguel Shah","Clinics","Dec","Q4","Medium","0.95","21815.8","1.0526","Achieved"
"Drug B","Company Z","Syrup","50 mg","60","786","11656","2024-01-07 00:00:00","Africa","Matthew Thomas","Pharmacy","Jan","Q1","Low","0.9","10490.4","1.1111","Achieved"
"Drug A","Company Z","Syrup","500 mg","60","973","3690","2024-05-01 00:00:00","Europe","Jeffrey Woods","Pharmacy","May","Q2","Low","1.1","4059.0","0.9091","Below Target"
"Drug C","Company Y","Cream","10 mg","50 g","1841","5308","2023-12-04 00:00:00","Europe","Lori Jones MD","Pharmacy","Dec","Q4","Low","1.1","5838.8","0.9091","Below Target"
"Drug D","Company X","Injection","100 mg/ml","100 ml","852","21947","2024-03-17 00:00:00","South America","Nicole Russell","Supermarkets","Mar","Q1","Medium","1.1","24141.7","0.9091","Below Target"
"Drug D","Company X","Capsule","10 mg","50 g","1005","20706","2023-12-13 00:00:00","Europe","Raymond Perez","Clinics","Dec","Q4","Medium","1.1","22776.6","0.9091","Below Target"
"Drug E","Company Y","Syrup","500 mg","100 ml","1746","9959","2024-03-26 00:00:00","Europe","Timothy Porter","Clinics","Mar","Q1","Low","1.1","10954.9","0.9091","Below Target"
"Drug D","Company Y","Capsule","250 mg","30","1257","23476","2023-12-31 00:00:00","Asia","Jose Dunn","Supermarkets","Dec","Q4","Medium","0.95","22302.2","1.0526","Achieved"
"Drug A","Company X","Tablet","10 mg","50 g","1082","35390","2024-03-30 00:00:00","Asia","Katelyn Fields","Pharmacy","Mar","Q1","Medium","0.95","33620.5","1.0526","Achieved"
"Drug C","Company Y","Injection","10 mg","50 g","428","3153","2024-02-07 00:00:00","South America","Joshua Black","Online Pharmacy","Feb","Q1","Low","1.1","3468.3","0.9091","Below Target"
"Drug C","Company Y","Syrup","100 mg/ml","60","793","30051","2024-05-25 00:00:00","Asia","Travis Carrillo","Hospitals","May","Q2","Medium","0.95","28548.45","1.0526","Achieved"
"Drug A","Company V","Cream","100 mg/ml","60","140","31617","2023-10-22 00:00:00","Asia","Lisa Cobb","Supermarkets","Oct","Q4","Medium","0.95","30036.15","1.0526","Achieved"
"Drug B","Company Y","Injection","500 mg","30","862","42692","2024-05-02 00:00:00","Europe","Lisa Berry","Pharmacy","May","Q2","High","1.1","46961.2","0.9091","Below Target"
"Drug B","Company V","Cream","250 mg","30","1888","35394","2023-08-18 00:00:00","Europe","Ernest Mcgrath","Online Pharmacy","Aug","Q3","Medium","1.1","38933.4","0.9091","Below Target"
"Drug E","Company X","Cream","100 mg/ml","50 g","1623","26804","2024-06-16 00:00:00","Africa","Jeffrey Simpson","Clinics","Jun","Q2","Medium","0.9","24123.6","1.1111","Achieved"
"Drug D","Company Z","Cream","500 mg","60","1641","7106","2023-08-10 00:00:00","Europe","Richard Vasquez","Hospitals","Aug","Q3","Low","1.1","7816.6","0.9091","Below Target"
"Drug B","Company W","Cream","500 mg","60","622","30194","2024-03-09 00:00:00","North America","Travis Floyd","Hospitals","Mar","Q1","Medium","1.2","36232.8","0.8333","Below Target"
"Drug E","Company V","Syrup","250 mg","50 g","1529","22974","2024-04-26 00:00:00","South America","Brandon Williams","Hospitals","Apr","Q2","Medium","1.1","25271.4","0.9091","Below Target"
"Drug B","Company W","Tablet","10 mg","50 g","1868","14793","2024-06-22 00:00:00","South America","Mary Garcia","Hospitals","Jun","Q2","Low","1.1","16272.3","0.9091","Below Target"
"Drug A","Company X","Tablet","250 mg","30","421","11743","2024-04-24 00:00:00","Asia","Susan Donaldson","Clinics","Apr","Q2","Low","0.95","11155.85","1.0526","Achieved"
